Account Name,Corporate Structure,Certified B Corp,State of Incorporation,Operating State/Province,Operating Country,Website
"Trustx Digital Advertising Services, Inc.",Benefit Corporation,FALSE,DE,,,
Tsadikim Equities Inc,Benefit Corporation,FALSE,NY,,,
Tsm Investment Corp.,Benefit Corporation,FALSE,NV,,,
Tsom Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Tt Of First Mile Services, Inc.",Benefit Corporation,FALSE,CT,,,
Tuckerman & Co,Benefit Corporation,FALSE,DE,,,www.tuckerman.co
Tuckerman & Co.,Benefit Corporation,TRUE,DE,Rhode Island,United States,www.tuckerman.co
Tui & La LLC,Benefit LLC,FALSE,OR,,,
"Tumalo Coffee Roasters, LLC",Benefit LLC,FALSE,OR,,,
"Tumbleweed Pilot And Escort Services, Inc.",Benefit Corporation,FALSE,CO,,,
Turk 1968 Technology Corp Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Turn The Page Baker City LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.turnthepagebakercity.com
Turnstile Tours,Benefit Corporation,TRUE,NY,New York,United States,www.turnstiletours.com
Turtle Island Earth LLC,Benefit Corporation,FALSE,OR,,,
Tw,Benefit Corporation,FALSE,IL,Illinois,United States,www.flawsofatticus.com
Tw Thelin Auto Body & Paint LLC,Benefit LLC,FALSE,OR,,,
Twelve Columns,Benefit Corporation,FALSE,DE,California,United States,www.twelvecolumns.com/home.html
Twi Oregon Inc,Benefit Corporation,FALSE,OR,,,
Twin City Roofing & Construction Inc.,Benefit Corporation,FALSE,OR,,,
TWIN OAKS SOLUTIONS INC,Benefit Corporation,FALSE,NY,,,
Twirl Management,Benefit Corporation,FALSE,CA,California,United States,twirlmanagement.com
"Two Owls Press, Inc.",Benefit Corporation,FALSE,CO,,,
Two Savages LLC,Benefit LLC,FALSE,OR,,,
Two Sisters Treasures LLC,Benefit LLC,FALSE,OR,,,
"Two Tees, LLC",Benefit LLC,FALSE,OR,,,
Two Twelve International,Benefit Corporation,FALSE,NV,Nevada,United States,
Twoodie PBC,Benefit Corporation,FALSE,DE,,,
Twss LLC,Benefit LLC,FALSE,OR,,,
"Tyler Ahn & Associates, LLC",Benefit LLC,FALSE,OR,,,
U.INNOVA DECORATION CORP,Benefit Corporation,FALSE,NY,,,
U.S. Fulin Corp.,Benefit Corporation,FALSE,NV,,,
U.S. Kadi Engine Parts Corp.,Benefit Corporation,FALSE,NV,,,
Ubenefit LLC.,Benefit LLC,FALSE,MD,,,
UBIF MV Co,Benefit Corporation,FALSE,CO,,,
Ubimodo Insurance LLC,Benefit LLC,FALSE,OR,,,
Uchit Corporation,Benefit Corporation,FALSE,CA,California,United States,
"UG Collective, LTD.",Benefit Corporation,FALSE,NY,,,
U-Ho Inc,Benefit Corporation,FALSE,CO,Colorado,United States,
Uinta Brewing Company,Benefit Corporation,FALSE,OR,Utah,United States,www.uintabrewing.com
Ultimate Driver,Benefit Corporation,FALSE,NV,,,
Ultimate Edge,Benefit Corporation,FALSE,CO,,,
Unal Ayakkabicilik Sanayi Ve Ticaret Ltd. Sti.,Benefit Corporation,FALSE,CO,,,
"Unclouded Visionary, LLC",Benefit LLC,FALSE,OR,,,
Uncommon Cacao,Benefit Corporation,TRUE,DE,California,United States,www.uncommoncacao.com
"Undebate.Us, PBC",Benefit Corporation,FALSE,DE,,,
Under The Tree Fitness LLC,Benefit LLC,FALSE,OR,,,
"Underfoot Floors, Inc.",Benefit Corporation,FALSE,UT,Utah,United States,underfootfloors.net
"Undivide-Us, PBC",Benefit Corporation,FALSE,DE,,,
Uneven Ground LLC,Benefit LLC,FALSE,OR,,,
Unicore International Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
Unicorn Goods PBC,Benefit Corporation,FALSE,DE,,,
Unified Home Entertainment Corporation,Benefit Corporation,FALSE,NV,,,
"Uniform, PBC",Benefit Corporation,FALSE,DE,,,
Unify Market LLC,Benefit LLC,FALSE,OR,,,
Unifyre Pbc,Benefit Corporation,FALSE,DE,,,
Union Protein GBC,Benefit Corporation,FALSE,MN,Minnesota,United States,union-protein.com
Unique Landscaping Incorporated,Benefit Corporation,FALSE,OR,Oregon,United States,
UNISCRAP PBC.,Benefit Corporation,FALSE,DE,Delaware,United States,www.uniscrap.co
United African-Asian Abilities Club,Benefit Corporation,FALSE,NV,,,
United Beauty and Nature Inc,Benefit Corporation,FALSE,NY,,,
United Cleaning Services LLC,Benefit LLC,FALSE,OR,,,
United Diversion Xfinity Inc,Benefit Corporation,FALSE,OR,,,
United For Change,Benefit Corporation,FALSE,NV,,,
United Needs,Benefit Corporation,FALSE,AZ,Arizona,United States,
United Premier Venture Corporation,Benefit Corporation,FALSE,NV,,,
United Regional Healthcare Group Inc.,Benefit Corporation,FALSE,NV,,,
"United Sports Foundation, Inc.",Benefit Corporation,FALSE,NH,,,
United States Resin Removal Inc.,Benefit Corporation,FALSE,CO,,,
"United States Small Sun Industrial Co., Ltd",Benefit Corporation,FALSE,NV,,,
UNITED TIBETAN INC,Benefit Corporation,FALSE,NY,,,
United Transportation Services Inc,Benefit Corporation,FALSE,NV,,,
"United World Charity, Inc.",Benefit Corporation,FALSE,SC,,,
"Universal Health Coin, A Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
"University Financial Corp., GBC",Benefit Corporation,FALSE,MN,Minnesota,United States,
"Untapped Potential, Inc.",Benefit Corporation,FALSE,CT,,,
Untouched Performance LLC,Benefit LLC,FALSE,OR,,,
Untours,Benefit Corporation,TRUE,PA,Pennsylvania,United States,untours.com
Up Scale Nails,Benefit Corporation,FALSE,CO,,,
"Upchoose, Pbc",Benefit Corporation,FALSE,DE,,,
"Upcycle Tucson, Inc.",Benefit Corporation,FALSE,AZ,Arizona,United States,
Upcyclity Inc.,Benefit Corporation,TRUE,CA,California,United States,www.upcyclity.com
"Uplevel Advisors, Inc.",Benefit Corporation,FALSE,CT,Conneticut,,
Upper Case Editing Inc.,Benefit Corporation,FALSE,NY,,,
Upraised Learning PBC,Benefit Corporation,FALSE,DE,New York,United States,contact@upraised.org
Upstream PBC,Benefit Corporation,FALSE,DE,Massachusetts,United States,www.upstream.tech
UpToGood Benefit Corporation,Benefit Corporation,FALSE,CA,California,United States,www.uptogood.org
"Upward Development, LLC",Benefit LLC,FALSE,OR,,,
Upwright LLC,Benefit LLC,FALSE,OR,,,
Ural Trucking Inc,Benefit Corporation,FALSE,NV,,,
Urban Branding Experience Inc,Benefit Corporation,FALSE,CO,,,
Urban Holdings LLC,Benefit LLC,FALSE,OR,,,
Urban Mining PBC,Benefit Corporation,TRUE,DE,Florida,United States,urbanminingpbc.com
Urban Seed Inc.,Benefit Corporation,FALSE,NV,,,
Urban Seed Technology Inc.,Benefit Corporation,FALSE,NV,,,
Urban Theory LLC,Benefit LLC,FALSE,OR,,,
Urban Us PBC,Benefit Corporation,FALSE,DE,Delaware,United States,urban.us
Urbane & Gallant,Benefit Corporation,TRUE,CA,California,United States,www.urbanegallant.com
Urbane Development Group PBC,Benefit Corporation,FALSE,DE,,United States,www.urbane-dev.com
Urbanhost LLC,Benefit LLC,FALSE,OR,,,
Uriceci Enterprises Inc,Benefit Corporation,FALSE,NV,,,
"Us Automotive Gives Back, Inc.",Benefit Corporation,FALSE,PA,Pennsylvania,United States,
Us Automotive Inc,Benefit Corporation,FALSE,OR,,,
US Boai Leasing Inc,Benefit Corporation,FALSE,NV,,,
US Business Allience Group Corp,Benefit Corporation,FALSE,NY,,,
"Us Energy Concierge, Inc.",Benefit Corporation,FALSE,DE,Connecticut,United States,
Us Heritage Powersports,Benefit Corporation,FALSE,LA,Louisiana,United States,www.youtube.com/watch?v=Vfd9lHtLyFA
Us Import & Export Inc,Benefit Corporation,FALSE,CO,,,
US International Bio-Science & Technology Group,Benefit Corporation,FALSE,NV,,,
Us Mm Corp,Benefit Corporation,FALSE,NV,Nevada,United States,
US Transport Inc.,Benefit Corporation,FALSE,NV,,,
Us Vaarpi Group Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
US West Asian Chamber Of Commerce Corporation,Benefit Corporation,FALSE,NV,,,
Usa Cobaolai Medical Group Ltd,Benefit Corporation,FALSE,OR,,,
Usa Guangxin International Corp,Benefit Corporation,FALSE,NV,,,
Usa Haowei (International) Group Holding Limited,Benefit Corporation,FALSE,OR,,,
"Usa L.T Fashion Gallery Apparel Co., Ltd.",Benefit Corporation,FALSE,OR,,,
"USA POLO BEER (INTERNATIONAL) GROUP CO., LTD",Benefit Corporation,FALSE,CO,,,
Uslink-Asian Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
USPA QW INC,Benefit Corporation,FALSE,NY,,,
"Utmost, PBC",Benefit Corporation,FALSE,DE,,,
"Utopia Cities, PBC",Benefit Corporation,FALSE,DE,,,
Uvida,Benefit Corporation,FALSE,DE,New York,United States,
Uyeda Industries,Benefit Corporation,FALSE,NV,,,
V3 Equipment Repair LLC,Benefit LLC,FALSE,OR,,,
Vairocanna LLC,Benefit LLC,FALSE,OR,,,
"Valley Of Peace Natural Health Center, LLC",Benefit LLC,FALSE,OR,,,
Valor CSR,Benefit Corporation,TRUE,NV,Nevada,United States,www.valorcsr.com
Valor Securities,Benefit Corporation,FALSE,DE,New York,United States,www.valorsecurities.com
Value Added Services,Benefit Corporation,FALSE,CO,,,
Value Life Public Benefit Corporation,Benefit Corporation,FALSE,CO,,,
Vandahl Inc.,Benefit Corporation,FALSE,NV,,,
Vanessa'S Soul Food,Benefit Corporation,FALSE,NV,,,
Vanguard Security LLC,Benefit LLC,FALSE,OR,,,
Vanpo LLC.,Benefit LLC,FALSE,OR,,,
Vantage Construction Inc,Benefit Corporation,FALSE,NV,,,
"Vari Agro Services, PBC",Benefit Corporation,FALSE,DE,,,
"Varsity Technologies, Inc.",Benefit Corporation,TRUE,CA,California,United States,varsitytechnologies.com
Vastek Ltd,Benefit Corporation,FALSE,NV,,,
VBR Enterprises Inc,Benefit Corporation,FALSE,NY,,,
"Vcy, Inc",Benefit Corporation,FALSE,NV,,,
VDCF Inc.,Benefit Corporation,FALSE,DE,,,
Vedev LLC,Benefit LLC,FALSE,OR,,,
"Veerah, PBC",Benefit Corporation,FALSE,DE,,,
Vegas Mobile Kitchen Inc,Benefit Corporation,FALSE,NV,Nevada,United States,www.lvmpd.com
Vegas Organic Garden,Benefit Corporation,FALSE,NV,Nevada,United States,
Vegas Vintage Inc,Benefit Corporation,FALSE,NV,,,
Vegastech Community,Benefit Corporation,FALSE,NV,Nevada,United States,
Velocity Design Build Imipact Pbc,Benefit Corporation,FALSE,DE,,,
Venta Virtures Inc.,Benefit Corporation,FALSE,NV,,,
Ventegra,Benefit Corporation,TRUE,CA,California,United States,www.ventegra.com
"Vention Resources, Inc., PBC",Benefit Corporation,FALSE,CO,Colorado,United States,
"Venture Caf̩ Miami, Inc.",Benefit Corporation,FALSE,DE,,,
"Venture Funding Network, A Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,www.venturefundingnetwork.com
VenturePad,Benefit Corporation,FALSE,CA,,,
Venturine Foundation,Benefit Corporation,FALSE,DE,,,
Venus Adult Online,Benefit Corporation,FALSE,CO,,,
"Vera Solutions, Benefit LLC",Benefit LLC,TRUE,MD,Massachusetts,United States,verasolutions.org
"Veracities, PBC",Benefit Corporation,FALSE,DE,,,
"Veracity.Ai, Pbc",Benefit Corporation,FALSE,DE,,,
Verdant Benefit Corporation,Benefit Corporation,FALSE,MD,Maryland,United States,
"Verge National PBC, Inc.",Benefit Corporation,FALSE,DE,,,
Veritable Vegetable,Benefit Corporation,TRUE,CA,California,United States,www.veritablevegetable.com
"Vernier Software & Technology, LLC",Benefit Corporation,FALSE,OR,Oregon,United States,www.vernier.com
Veronapdx LLC,Benefit LLC,FALSE,OR,,,
Versai Inc,Benefit Corporation,FALSE,NV,,,
Vespucci Co. LLC,Benefit LLC,FALSE,OR,,,
"Veterans 360 Services, Inc.",Benefit Corporation,FALSE,CA,California,United States,vets360.org
Veterans Cause,Benefit Corporation,FALSE,PA,,,
"Veteransadvantage, PBC",Benefit Corporation,FALSE,DE,,,
Veterinary Medical Aromatherapy Association Incorporated,Benefit Corporation,FALSE,NV,,,
VG Premier Innovations INC,Benefit Corporation,FALSE,CO,,,
Vhk Usa Corporation,Benefit Corporation,FALSE,NV,,,
Via Petro Inc,Benefit Corporation,FALSE,NV,,,
"Viamo, PBC",Benefit Corporation,FALSE,DE,,,
"VIANOVA, Inc.",Benefit Corporation,TRUE,CA,California,United States,www.thevianovagroup.com
"Vibrant Horizon, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
Vicki Dye Inc.,Benefit Corporation,FALSE,CO,,,
Vida Plata Inc.,Benefit Corporation,FALSE,OR,Oregon,United States,
Viet Hp Asset Management Advisors Inc,Benefit Corporation,FALSE,NV,,,
Vigilant Tax Consulting LLC,Benefit LLC,FALSE,OR,,,
Vigilant Technologies LLC,Benefit LLC,FALSE,OR,,,
Village Creed Corporation,Benefit Corporation,FALSE,DE,,,
Ville-Barista LLC,Benefit LLC,FALSE,OR,,,
"Vine Lives Publishing, LLC",Benefit LLC,FALSE,OR,,,
Vinehill Lawn Care & Landscaping Inc.,Benefit Corporation,FALSE,FL,Florida,United States,www.vinehilllawncare.com/
Vino Oregon Inc,Benefit Corporation,FALSE,OR,,,
Vinod Inc.,Benefit Corporation,FALSE,NH,,,
Vintage Property Management Incorporated,Benefit Corporation,FALSE,CO,Colorado,United States,
Vip Promotions Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
Virgin Press PBC,Benefit Corporation,FALSE,DE,,United States,
Virginia Community Capital,Benefit Corporation,TRUE,VA,Virginia,United States,vacommunitycapital.org
"Virtuas, Inc.",Benefit Corporation,FALSE,DE,,,
"Virtue Elite, Inc.",Benefit Corporation,FALSE,OR,,,
Virtue Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Vision 28 LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Visionari Fulfillment Inc,Benefit Corporation,FALSE,PA,Pennsylvania,United States,
Visionary Organics,Benefit Corporation,FALSE,NY,New York,United States,visionaryorganics.com
Visitme2.Com Inc.,Benefit Corporation,FALSE,NV,,,
Visual Government Inc,Benefit Corporation,FALSE,MA,,,
"Vita Global, Inc",Benefit Corporation,TRUE,VA,Virginia,United States,vita-global.com
"Vitamins For Lives, PBC",Benefit Corporation,FALSE,DE,,United States,
"Vitasport, Inc.",Benefit Corporation,FALSE,NV,,,
Vivacity Tech Pbc,Benefit Corporation,FALSE,DE,,,
Vivastra Inc (Brand: Das Man),Benefit Corporation,FALSE,DC,,United States,www.dasman.com
Vixury Inc.,Benefit Corporation,FALSE,NV,,,
Vizion Holdings Inc.,Benefit Corporation,FALSE,IL,,,
VIZIONAREE INCORPORATED,Benefit Corporation,FALSE,NY,,,
Vk Group Inc.,Benefit Corporation,FALSE,NV,,,
Vm Inc.,Benefit Corporation,FALSE,NV,,,
Voca 180 Incorporated,Benefit Corporation,FALSE,DE,,,
Voip Comm Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Vorlon,Benefit Corporation,FALSE,CO,Colorado,United States,
Vote Local Inc.,Benefit Corporation,FALSE,NY,,,
"Votenow!, PBC",Benefit Corporation,FALSE,DE,,,
"Voxa Pod, Inc.",Benefit Corporation,FALSE,OR,,,
Voyage Entertainment Records Inc.,Benefit Corporation,FALSE,NV,,,
VPC Signature Events Inc.,Benefit Corporation,FALSE,NY,,,
"VQ Plumbing, INC.",Benefit Corporation,FALSE,CO,,,
Vrsmile Corporation,Benefit Corporation,FALSE,DE,,,
VSC Holdings Inc.,Benefit Corporation,FALSE,VT,,,
Vsl Virtual Storage Layer,Benefit Corporation,FALSE,CO,,,
VsL Virtual storage layer Fusion IO. corporate,Benefit Corporation,FALSE,CO,Colorado,United States,
"Vvv Global, Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
VYBEZ UP RADIO HD INC.,Benefit Corporation,FALSE,NY,,,
W.G.O. HOLDINGS CORP.,Benefit Corporation,FALSE,NY,,,
W.I.R.D. (Wild Idea Research And Development) P.B.C.,Benefit Corporation,FALSE,DE,,,
"W.S. Badger Co, Inc.",Benefit Corporation,TRUE,NH,New Hampshire,United States,www.badgerbalm.com
Waa768 Inc,Benefit Corporation,FALSE,OR,,,
Waitless Inc.,Benefit Corporation,FALSE,NV,,,
Walking On Water Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Wallowa Valley Cleaning Products Company,Benefit Corporation,FALSE,OR,,,
Walnut Laundry LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Walsh Construction Co./Oregon,Benefit Corporation,FALSE,OR,,,
Walters & Associates Ltd,Benefit Corporation,FALSE,CO,,,
Walt-The-Mad Inc.,Benefit Corporation,FALSE,CT,Connecticut,United States,WALT-THE-MAD@EARTHLINK.NET
Wang & Wang International Development Strategy,Benefit Corporation,FALSE,CA,California,United States,
Wapato Island Way LLC,Benefit LLC,FALSE,OR,,,
Warm PBC,Benefit Corporation,FALSE,DE,,United States,
Warthen Enterprises Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Wasatch CNA Centers, Inc.",Benefit Corporation,FALSE,UT,Utah,United States,
Waste Resource Recovery,Benefit Corporation,FALSE,CT,Connecticut,United States,
"Wastv, PBC",Benefit Corporation,FALSE,DE,,,
Water 4 Systems,Benefit Corporation,FALSE,CA,California,United States,water4systems.com
Water Spirit Usa Inc.,Benefit Corporation,FALSE,NV,,,
"Waterbury Commons Homeowners Association, Inc.",Benefit Corporation,FALSE,VT,Vermont,United States,
WaterSmart Software,Benefit Corporation,FALSE,DE,California,United States,www.watersmart.com
"Watersmart Software, Inc.",Benefit Corporation,FALSE,DE,,,
Watson Truck Brokerage LLC.,Benefit LLC,FALSE,OR,,,
Waveform Booking LLC,Benefit LLC,FALSE,OR,,,
"Waveum, Inc.",Benefit Corporation,FALSE,DE,,,
"Wavewire, LLC",Benefit LLC,FALSE,OR,,,
Wax And Seal Corporation,Benefit Corporation,FALSE,CA,California,United States,waxandseal.com
Wax City LLC,Benefit LLC,FALSE,OR,,,
"Wcw2 Land Services, Inc.",Benefit Corporation,FALSE,CO,,,
WCWC COMMUNITY PARTNERSHIP INC,Benefit Corporation,FALSE,NY,,,
We Are Trail Riders,Benefit Corporation,FALSE,OR,Florida,United States,www.wearetrailriders.com
"We Are Trail Riders, Inc.",Benefit Corporation,FALSE,OR,,,
"We Labs, Inc.",Benefit Corporation,FALSE,CA,California,United States,www.welabs.us
"Weal Life, PBC",Benefit Corporation,FALSE,DE,,,
Wealth Estate Investment Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Wearable Innovations Group, LLC",Benefit LLC,FALSE,OR,Oregon,United States,
Web Lively Inc.,Benefit Corporation,FALSE,OR,Oregon,United States,weblively.com
Weber Consulting LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Wecudos Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Wefunder,Benefit Corporation,FALSE,DE,California,United States,wefunder.com
Weinhard LLC,Benefit LLC,FALSE,OR,,,
"WELDING INOVATIONS, INC.",Benefit Corporation,FALSE,CO,Colorado,United States,
Welker R Construction Inc,Benefit Corporation,FALSE,CO,,,
"Well Wallet, Pbc",Benefit Corporation,FALSE,DE,,,
"Well.Org, PBC",Benefit Corporation,FALSE,DE,,,well.org
"Wellist PBC, Inc.",Benefit Corporation,FALSE,DE,,,
Wellmed Farms LLC,Benefit LLC,FALSE,OR,,,
"Wellness Brigade & Company, P.B.C.",Benefit Corporation,FALSE,DE,,,
Wellness Path Counseling and Consultation Corp.,Benefit Corporation,FALSE,NY,,,
"Wellness Rx, Inc.",Benefit Corporation,FALSE,NV,,,
WELLPASS,Benefit Corporation,FALSE,DE,Delaware,United States,
"Wellumphoenix, PBC",Benefit Corporation,FALSE,DE,,,
"Wellwith, PBC",Benefit Corporation,FALSE,DE,,,
Weplan Pbc,Benefit Corporation,FALSE,DE,,,
"West Coast Breeders Select Sale, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
West Coast Roofing & Painting LLC,Benefit LLC,FALSE,OR,,,
West Contractors Incorporated,Benefit Corporation,FALSE,OR,Oregon,United States,
West Cornwall Publishing Company,Benefit Corporation,FALSE,CT,Connecticut,United States,
West Pacific Real Estate Investments LLC,Benefit LLC,FALSE,OR,Oregon,United States,
West Side Development Corp.,Benefit Corporation,FALSE,DE,,,
"West Virginia Coalition For Families And Children, PBC",Benefit Corporation,FALSE,DE,,,
Westaway Labs Inc.,Benefit Corporation,FALSE,NY,,,
Western Ambulance Special Events,Benefit Corporation,FALSE,CO,,,
"Western Ambulance, Inc.",Benefit Corporation,FALSE,CO,,,
"Western Coating, Inc.",Benefit Corporation,FALSE,OR,,,
Western Consultants Inc.,Benefit Corporation,FALSE,NV,,,
Western Glass Systems Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Western Natural Foods,Benefit Corporation,FALSE,CA,California,United States,www.westernnaturalfoods.com
Western Performance Equine Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Western States Contracting Corp,Benefit Corporation,FALSE,CO,,,
Western Water Partnerships PBC,Benefit Corporation,FALSE,CO,,,
Westwood International Inc,Benefit Corporation,FALSE,VT,Vermont,United States,
